RMS,MAV,WL,ZC,MDF,MNF,MNP,SSC,IMDF,IMPF,PSD,stft_feature_1,stft_feature_2,stft_feature_3,stft_feature_4,stft_feature_5,stft_feature_6,Label
0.015532624060880948,0.01545331671929351,0.4148539535698239,0,0.0,2.6565605634839184,1.2706234872487388e-06,184,15.564345306945306,16.22150686929199,4.9697156313233515e-09,6.255041821066611,1.6072953279049509,6.488993913594309,28.256582971750053,15.522919129658664,30.77968186448601,0
0.015564345464898183,0.015487776703909172,0.4305976702824298,0,0.0,2.695152923097255,1.2759837229300913e-06,183,15.130354819843056,16.478728525300752,4.821805893477039e-09,5.789665376796233,1.8578159706363242,6.329378403406844,26.502588805405725,18.703016592728982,28.966996971981693,0
0.015604424634535213,0.015525026454423317,0.4127591335115815,0,0.0,2.7520057604277643,1.2824133680286477e-06,167,17.095103468162385,18.138275553117342,4.054252587491039e-09,6.985229005839973,1.6658542270938734,6.040647956203549,30.15363544792348,16.801665454575595,27.058620619002866,0
0.015487265673019153,0.01539959474688725,0.43516767142866547,0,0.0,2.915069371345257,1.2626965293154188e-06,168,16.4143810014075,17.92253953083991,5.8527741930051535e-09,6.04283021590517,2.017439778221921,7.000285011934649,26.597336914326707,19.132270792425953,33.07682733389851,0
0.015481767529788571,0.01538493438638126,0.4590874504955845,0,0.0,3.0022885409835642,1.2612400170254424e-06,170,15.896749067194566,18.2632458862378,5.8867213800354026e-09,6.621210125368994,2.0594736890797942,6.413652435143827,30.421172013892,19.229730960471667,29.724575842028948,0
0.015582005291100189,0.015470172084900764,0.4776058397566288,0,0.0,2.96919320056395,1.2767612097935619e-06,160,16.634275365316196,20.290107876431104,6.50422658431178e-09,6.489964052841944,2.1130824013625453,6.156459480971306,29.125554945066746,19.121613916368858,27.647482735659626,0
0.015577261000217994,0.015468060450110812,0.47360701614276846,0,0.0,3.1204662604097044,1.2761424342683158e-06,172,17.009813771232224,19.683917750320852,6.738984995636586e-09,7.396010610652105,2.054826772164445,6.605685810059371,33.61624531217265,19.39792748769159,29.24221645375556,0
0.01554382424204943,0.015444846279238847,0.4737142750557732,0,0.0,2.985142940004263,1.2712727734053839e-06,182,16.44085590595817,18.485543901176474,6.703370637856422e-09,5.9430115021830305,2.2061216180925793,6.685390311196577,27.644733999920142,20.156050905630533,30.990118270039297,0
0.01557961236687354,0.015475098181131047,0.49798581551546656,0,0.0,3.083565283293511,1.2768124535848235e-06,176,15.764099191130228,17.222602508413633,6.074338064578272e-09,7.40612789442937,2.01508956216017,6.101034624681568,33.51428938288554,19.249914639851376,28.0892166938996,0
0.015627854828841596,0.015530710395895117,0.435608198487016,0,0.0,2.7143661336537823,1.2851952564883881e-06,168,16.13106129663354,16.722913559877703,5.454661871326741e-09,5.996748839976233,1.7799055139061866,6.225798521858821,28.159581023033258,16.854998835908304,26.799395040265505,0
0.015568178883037841,0.015475857890250196,0.42733403004458415,0,0.0,2.752780175559863,1.275657854692754e-06,172,16.89267312341172,19.020742414837006,5.839918662722109e-09,6.240893774525793,1.8823469387224265,6.241256445472766,28.9113731037798,17.73142592365431,29.071377224629636,0
0.015524837427882448,0.015417605395124427,0.47801512526130685,0,0.0,2.926867581161191,1.2676505036122044e-06,183,15.746939265884034,17.97500699728113,6.110324613720109e-09,6.860446016247802,1.9570832025548102,6.326544263158343,31.6440005816614,18.811119717985008,27.415959358633607,0
0.01559734367974721,0.015483251090654057,0.4594530023776666,0,0.0,3.011694309909201,1.2791416619824045e-06,176,16.318157903775305,16.62822758175386,7.492356987864397e-09,6.422961621191315,2.012774323767181,6.880366208619209,29.02670903724733,18.195403140005183,30.780616019531546,0
0.015631956270730742,0.015527009186347591,0.4472786300007404,0,0.0,2.794174282326649,1.2853913537221107e-06,177,16.494692865667695,18.99549947871825,6.7831389581590315e-09,5.584228696303818,2.0228924136324524,6.128760712031536,24.48462486714058,19.074619416095246,28.223068418509605,0
0.015620464886487934,0.01551323185571326,0.48620636765491276,0,0.0,3.0657919885870655,1.2833664139285367e-06,169,16.91960813930315,18.809141451845033,6.38062781892423e-09,6.367110400069296,2.019485734753166,6.953980211999053,30.197989823046843,18.67421336652829,30.12447909102855,0
0.01566491333571333,0.015554810536025905,0.46782257773292746,0,0.0,2.9281122519601657,1.2905255398126286e-06,161,16.561698130055344,18.38820385451214,7.660194087171009e-09,5.9567300767274896,2.1072594061327443,6.413006136733651,26.825104060439646,18.711060836860135,28.990448588459333,0
0.015657274292763403,0.015554222304920774,0.44598752025856586,0,0.0,2.858256522778159,1.289694344162488e-06,170,17.27190245774733,17.721245076580782,5.683676226659562e-09,6.284597763309111,1.8076163681781112,6.645028796773138,26.057769504139173,17.878915038306832,30.93249045038989,0
0.015638943931197833,0.015529000272636354,0.4669336419992407,0,0.0,2.9851381914979593,1.2862497047799875e-06,166,17.821016356645977,19.782230829911704,6.6086549363943354e-09,6.451157212093506,2.067498333564103,6.606892156094789,29.329006206151057,19.913299446288015,30.164704281038077,0
0.01565723998517504,0.015556225935073711,0.43872405912450085,0,0.0,2.8141321843075806,1.2898125537920936e-06,171,16.25311370335619,17.67320414449046,5.817648360376311e-09,6.7977251592594925,1.855360498700761,5.896636102351329,31.00375456857041,17.68006847654257,26.33525878583964,0
0.01564052694037427,0.015557176188393657,0.4148265072305287,0,0.0,2.6752167871963715,1.288126635636895e-06,174,15.661996612244511,16.827568375242542,5.0587782883326e-09,6.476449404644356,1.7464570559353938,5.9227172218525475,28.655628332838702,16.94763105776297,27.402489212600354,0
0.01557726340991402,0.01546972378058688,0.46890903050494415,0,0.0,3.0806667680811706,1.2762367703992142e-06,164,16.525729193817348,21.319896396918562,7.996873132533109e-09,6.659427799979212,2.2555585927200448,6.6995427273669375,29.4228496028749,19.277014775586462,30.23814544559245,0
0.015582839641369145,0.015475882961609715,0.4827777875160149,0,0.0,3.0284800187895757,1.2771903565439315e-06,167,16.84694440015597,18.50423012628978,5.974470097427891e-09,7.040923602736193,1.927974587776588,6.877399439248036,30.57496074361081,18.455242029472895,31.70524682403821,0
0.015607366857182548,0.0155252689988805,0.4678166566255338,0,0.0,2.8509614226797826,1.2827358213291795e-06,180,15.935566554906465,17.467044663031803,4.513263206674023e-09,6.806149023883427,1.9290196407718643,6.019766376690637,30.428004314862577,19.470275243016992,28.01402393733564,0
0.015599755807110828,0.015517052233191511,0.45570250133357126,0,0.0,2.7298514307707715,1.2814426731502501e-06,180,15.932678514457608,17.039444134939682,5.217241688811009e-09,5.715406745052521,1.9078798876583731,6.251318210212489,26.814045249161335,18.67273520360736,28.946920498999315,0
0.015608673048422393,0.015519544807037289,0.44456207229981587,0,0.0,2.6718078128343916,1.282520179781963e-06,176,15.763274444775812,17.648960098485702,5.898675054172833e-09,5.677327565210698,1.9036837902980028,5.992817489390478,25.938244380480047,18.406527899315353,26.291636862792103,0
0.015582339495463058,0.015497135556513077,0.4344082510284941,0,0.0,2.8224273956447044,1.2784276375221519e-06,187,15.416152085155563,17.334901327421232,5.052949662530173e-09,6.2619647295502965,1.7450785212577828,6.968868333717326,29.94438494889376,17.090442552871,32.67908351068998,0
0.015660069439140563,0.015557238969913451,0.44699654658279286,0,0.0,2.736662411901224,1.2901685554924433e-06,187,16.502957122812283,18.859565472794316,5.867159755864973e-09,5.217247086348265,1.8480142463963567,7.007526758326183,24.379995776835933,17.83124407250435,28.55534962379129,0
0.015694801070252205,0.015568524761332305,0.4768158254245813,0,0.0,3.0752941542532395,1.2944788001505663e-06,179,18.36422214062859,21.166532707261272,8.64854754118971e-09,6.885672457188927,2.1843540134827806,6.489393376034752,30.812727320001446,19.122262559566703,28.180931973323244,0
0.015534003096854524,0.015426901626357247,0.4712209001547147,0,0.0,2.8579772309894818,1.2691735835600906e-06,176,16.253824012839075,19.162713853435804,7.555040612140226e-09,6.082706504275198,2.180947837938208,6.120448212606849,28.718293419457424,19.81582792636475,26.3361574813091,0
0.015525966634228562,0.01543370562637115,0.49240201209743395,0,0.0,3.0576862723390783,1.268750902935184e-06,169,15.636089211924237,17.248221166102702,5.2643450952948015e-09,6.554746201876181,1.9719345873698235,7.000967889123316,30.463323059824596,18.672637677650993,30.516674841521894,0
0.015457106331606676,0.01536691394713598,0.48599850414180396,0,0.0,2.9600343400180735,1.2576220124051933e-06,187,15.786008284392462,17.914668952322476,5.422784294000005e-09,6.506999181083356,1.8970123660581035,6.465310737214986,29.880609877442,18.524845513711583,30.707460449123893,0
0.015452668831737763,0.01534866586798558,0.451922500002658,0,0.0,3.0031201511645977,1.2560697170649129e-06,184,16.816171363884806,18.914541329942047,6.347849832585624e-09,5.659753830549641,2.1152718170898708,7.187969787047276,26.32945022124799,20.209035409753806,31.142771236143286,0
0.015645581173369998,0.015544534671882063,0.46170019022469827,0,0.0,2.8834776050887,1.2878858241405577e-06,174,16.976802227091454,18.287261842618253,5.770040672875542e-09,6.249336269916954,1.713750466593251,6.948734959003997,29.38283357407574,16.273511260648295,31.906207163893022,0
0.01565646161841227,0.015569604196488918,0.45156543458088183,0,0.0,2.7221767640684873,1.2905446940823059e-06,185,16.92018916686351,20.003147725662913,5.919105587718359e-09,5.908400113501563,1.9103308951628353,6.003724515431601,25.07617318817227,18.720438851998793,27.643290063052365,0
0.01565028328611553,0.01554433979722119,0.4895317728831022,0,0.0,3.2970512781943824,1.2883588023851258e-06,179,16.490923390431497,17.528923594194634,6.4580733650224925e-09,6.554091895648755,2.2048258632211417,7.794203309504951,30.269693273292827,20.748610634207495,35.179246645926774,0
0.015524655836869457,0.015414824970315216,0.4814485826953452,0,0.0,3.083221387035919,1.26746627751346e-06,163,16.34178147940601,18.539397001613658,5.805245585016629e-09,7.377350221254018,1.944661789073676,6.3643053540190575,32.847489316984216,18.612344552668524,28.662722157366193,0
0.015528632322884818,0.015434061139756766,0.4247457200039042,0,0.0,2.8627001125611313,1.2690490863772132e-06,161,17.254555548951178,19.256321434702173,5.7319662398982855e-09,6.019444453910678,1.9936539188857365,6.665429270874974,29.62599017697534,18.88000655137906,28.916389336776078,0
0.01566218107618045,0.01556597288640794,0.4491711992292736,0,0.0,2.803868202638918,1.2909191933015923e-06,168,15.870792822878698,18.992606110693902,6.02067880270517e-09,6.043454690401588,1.8427836670895592,6.310870841587612,26.879641799314584,17.75094633156851,28.979378826864362,0
0.015622703558408403,0.015511170451618473,0.49564706324608754,0,0.0,3.1092149820138237,1.2834775062508e-06,174,16.28576521897871,19.154401538855936,7.695006885560963e-09,6.944043895255163,2.2361223849889655,6.250042158281981,32.479241216581165,20.024020298252413,29.440288010963492,0
0.01568079986288793,0.015563927121548088,0.5000767704766356,0,0.0,3.158628498050176,1.2927417956217296e-06,180,17.023272149352294,18.584601597830904,6.9412225747690935e-09,7.365912851975938,1.9214896156431105,6.808839843533432,32.30334499472687,17.477851773097964,32.0259939996051,0
